title,patent_number
Computerized system and method for pre-filling of insurance data using third party sources,US-9836795-B2
Consumer incentives using mobile devices with point of sale processing systems and methods,US-9213675-B1
Coordination of algorithms in algorithmic trading engine with fast switching and safe mode,US-7870062-B2
"Core/satellite financial portfolio design methodology, system and computer readable medium",US-8341060-B2
Data processing systems and methods for implementing audit schedules for privacy campaigns,US-9892477-B2
Determining risks related to activities on insured properties using informatic sensor data,US-9811862-B1
Electronic payment system using check identifier and issue time for illegal acts detection,US-6129272-A
Electronic payment system using check identifier and issue time for illegal acts detection,US-5936219-A
Enterprise management application providing availability control checks on revenue budgets,US-7958028-B2
Failover system and method replicating client message to backup server from primary server,US-9798639-B2
Fee transaction system and method for intellectual property acquisition and/or maintenance,US-7016852-B1
Fee transaction system and method for intellectual property acquisition and/or maintenance,US-7650288-B2
"Financial products having a demand-based, adjustable return, and trading exchange therefor",US-6321212-B1
Flexible assignment scheme for financial statement items in an automated accounting system,US-7752091-B2
Goal orientated computing system implemented financial management using projected balances,US-7899750-B1
"Information processing system, information processing method, and computer program product",US-10032232-B2
Inserting value into customer account at point of sale using a customer account identifier,US-7630926-B2
Inserting value into customer account at point of sale using a customer account identifier,US-10063714-B2
Inserting value into customer account at point of sale using a customer account identifier,US-8244612-B2
"Integrated electronic credit application, contracting and securitization system and method",US-9378525-B2
Integrated on-line and on-site auctioning system including audio and/or video capabilities,US-7716090-B1
Interfacing between a dynamic spectrum policy controller and a dynamic spectrum controller,US-9462574-B2
Interfacing between a dynamic spectrum policy controller and a dynamic spectrum controller,US-9224169-B2
Managing consistent interfaces for financial business objects across heterogeneous systems,US-8775280-B2
Managing financial accounts associated with residents of controlled-environment facilities,US-8498937-B1
Method and apparatus for bundling insurance coverages in order to gain a pricing advantage,US-7246070-B2
Method and apparatus for bundling insurance coverages in order to gain a pricing advantage,US-8219421-B2
Method and apparatus for determining additional benefits and costs for an annuity contract,US-6611808-B1
Method and apparatus for display of data with respect to a portfolio of tradable interests,US-7822674-B2
Method and apparatus for funding education by acquiring shares of students future earnings,US-5809484-A
Method and apparatus for pricing products in multi-level product and organizational groups,US-5878400-A
Method and apparatus for pricing products in multi-level product and organizational groups,US-8095421-B2
Method and apparatus for pricing products in multi-level product and organizational groups,US-6553350-B2
Method and apparatus for providing a clean accounting close for a real time billing system,US-6092055-A
Method and apparatus for providing a clean accounting close for a real-time billing system,US-7756763-B1
Method and apparatus for remote health monitoring and providing health related information,US-7966230-B2
Method and apparatus for secure and small credits for verifiable service provider metering,US-7620606-B2
Method and apparatus for secure and small credits for verifiable service provider metering,US-7783579-B2
Method and apparatus of analyzing social network data to identify a financial market trend,US-8301545-B1
Method and computer readable medium for assisting a customer in choosing among commodities,US-7711606-B2
Method and system for detecting fraud in a credit card transaction over a computer network,US-7096192-B1
Method and system for directing service offerings corresponding to a customer risk profile,US-9912976-B1
Method and system for evaluating/analyzing patent portfolio using patent priority approach,US-8712894-B2
Method and system for generating and using a computer user&#39;s personal interest profile,US-6539375-B2
Method and system for generating statistically-based medical provider utilization profiles,US-5557514-A
Method and system for generating statistically-based medical provider utilization profiles,US-6223164-B1
Method and system for generating statistically-based medical provider utilization profiles,US-7774252-B2
Method and system for generating statistically-based medical provider utilization profiles,US-7222079-B1
Method and system for integrating trade executions among multiple market participant types,US-9978101-B1
Method and system for multi-transport and multi-protocol processing in a broadband gateway,US-8705543-B2
Method and system for providing electronic information for multi-market electronic trading,US-7555456-B2
Method and system for providing risk information in connection with transaction processing,US-7809650-B2
Method and system for providing risk information in connection with transaction processing,US-8706641-B2
Method and system for providing risk information in connection with transaction processing,US-9785944-B2
Method and system for recommending a change of bank account based on actual financial data,US-8280787-B1
Method and system for requesting a reservation for a set of debt instruments to be offered,US-7870057-B2
Method and system incorporating business rules and price optimization for financial system,US-8234155-B2
Method and system of using spatial sensors on vehicle frame to determine crash information,US-9361735-B1
Method and systems for handling method level processing in connection with account pricing,US-7447657-B1
Method for analyzing effectiveness of internal controls in a model of an accounting system,US-6311166-B1
Method for linking accounts corresponding to different products together to create a group,US-7050996-B1
Method for on-line client set-up and authorization of automatic electronic funds transfers,US-7447663-B1
"Method of and system for analyzing, modeling and valuing elements of a business enterprise",US-7580848-B2
"Method of and system for analyzing, modeling and valuing elements of a business enterprise",US-7693733-B2
Method of automated processing of medical data for insurance and disability determinations,US-7630911-B2
Methods and apparatus relating to the formulation and trading of risk management contracts,US-5970479-A
Methods and apparatus relating to the formulation and trading of risk management contracts,US-6134536-A
Methods and systems for financing healthcare expenses with a loan secured by real property,US-7933832-B2
Methods and systems for performing security risk assessments of internet merchant entities,US-7930753-B2
Methods and systems for secure mobile device initiated payments using generated image data,US-9881297-B2
Methods for using extracted feature vectors to perform an action associated with a product,US-9807472-B1
Methods for using extracted feature vectors to perform an action associated with a product,US-9883253-B1
Multi-company business accounting system and method for same including financial reporting,US-8204803-B2
Multimodality correlation of optical coherence tomography using secondary reference images,US-9016862-B2
"Overconstraint detection, rule relaxation and demand reduction in a combinatorial exchange",US-8190490-B2
"Person-to-person, person-to business and business-to-business financial transaction system",US-7895122-B2
Point-of-sale and automated teller machine transactions using trusted mobile access device,US-8881977-B1
Process for optimization of insurance underwriting suitable for use by an automated system,US-7899688-B2
Risk behavior detection methods based on tracking handset movement within a moving vehicle,US-9672568-B1
Risk behavior detection methods based on tracking handset movement within a moving vehicle,US-9846912-B1
Secure element authentication for remote deposit capture compatible check image generation,US-9959532-B2
Semi-tractor trailer for distribution of natural gas and system and method for use of same,US-8807599-B2
Semi-tractor trailer for distribution of natural gas and system and method for use of same,US-9898786-B2
Social networking website system with automatic registration based on location information,US-9246708-B2
System and method for adapting market data and evaluating the market value of transactions,US-9754244-B2
System and method for aggressively trading a strategy in an electronic trading environment,US-8249977-B2
System and method for aggressively trading a strategy in an electronic trading environment,US-8510212-B2
System and method for automating association of retail items to support shopping proposals,US-7346559-B2
System and method for automating association of retail items to support shopping proposals,US-7865407-B2
System and method for competitive pricing and procurement of customized goods and services,US-8209227-B2
System and method for competitive pricing and procurement of customized goods and services,US-7451106-B1
System and method for competitive pricing and procurement of customized goods and services,US-7788143-B2
System and method for competitive pricing and procurement of customized goods and services,US-8682743-B2
System and method for conducting an electronic auction over an open communications network,US-6871190-B1
System and method for controlled market data delivery in an electronic trading environment,US-10026122-B2
System and method for detecting fraudulent medical claims via examination of service codes,US-5253164-A
System and method for digitally signing a digital agreement between remotely located nodes,US-6219423-B1
System and method for dispensing digital information from an automated transaction machine,US-6457640-B2
System and method for dispensing digital information from an automated transaction machine,US-7483859-B2
System and method for effecting payment for an item offered for an electronic auction sale,US-7610244-B2
System and method for estimating portfolio risk using an infinitely divisible distribution,US-8301537-B1
System and method for exchanging institutional research and trade order execution services,US-8635148-B2
System and method for exchanging institutional research and trade order execution services,US-8078522-B1
System and method for exchanging institutional research and trade order execution services,US-8396786-B2
System and method for execution of trades made pursuant to stock option and purchase plans,US-7472098-B2
System and method for facilitating the handling of a dispute using disparate architectures,US-7725385-B2
System and method for forecasting realized volatility via wavelets and non-linear dynamics,US-8515850-B2
System and method for generating a transactionable multimedia financial planning statement,US-8200562-B2
System and method for generating and displaying risk and return in an investment portfolio,US-5884287-A
System and method for identifying and assessing comparative negligence in insurance claims,US-8756083-B2
System and method for identifying and assessing comparative negligence in insurance claims,US-7885829-B2
System and method for issuance of electronic currency substantiated by a reserve of assets,US-9747586-B1
System and method for offering and guaranteeing renewal of suspendable healthcare benefits,US-8032396-B2
System and method for predicting consumer credit risk using income risk based credit score,US-8799150-B2
System and method for presenting broker and specialist interest in a hybrid auction market,US-7788162-B2
System and method for processing data related to charges applicable to investment accounts,US-8359214-B1
"System and method for producing, dispensing, using and monitoring a hydrogen enriched fuel",US-7497191-B2
System and method for programmatic distributed transaction commit prioritization mechanism,US-7490327-B1
System and method for providing global information on risks and related hedging strategies,US-8762178-B2
System and method for publishing liquidity replenishment prices in a hybrid auction market,US-8024247-B2
System and method of enhanced distribution of pharmaceuticals in long-term care facilities,US-9747422-B2
System and method of enhanced distribution of pharmaceuticals in long-term care facilities,US-8954338-B2
System and methods for card payment instrument with rebate applied to an insurance premium,US-6745938-B2
System and methods for card payment instrument with rebate applied to an insurance premium,US-6386444-B1
System for selecting and purchasing products from a predetermined manufacturer or retailer,US-9117214-B2
"System to manage maintenance of a pipeline structure, program product, and related methods",US-7698076-B2
"System, method and computer program product for a product catalog/pricing engine framework",US-8612327-B1
"System, method and computer program product for a product catalog/pricing engine framework",US-8380600-B1
"System, method and computer program product for airport equipment information and exchange",US-6449600-B1
Systems and methods for developing computer algorithm solutions by conducting competitions,US-9218746-B2
Systems and methods for estimating placement positions of content items on a rendered page,US-7983959-B2
Systems and methods for generating and sending electronic messages related to a tax return,US-9786017-B1
Systems and methods for generating and sending electronic messages related to a tax return,US-8583517-B1
Systems and methods for increasing participation of liquidity providers on crossing system,US-8447649-B1
Systems and methods for increasing participation of liquidity providers on crossing system,US-7996261-B1
Systems and methods for intelligent underwriting based on community or social network data,US-8660864-B2
Systems and methods for participant controlled communications regarding financial accounts,US-7949594-B2
Systems and methods for providing a deferred annuity with a target date retirement benefit,US-8135598-B2
Systems and methods for providing an adjustable rate mortgage with a fixed monthly payment,US-7647272-B1
Systems and methods for providing dynamic integration and access to disparate data sources,US-7774251-B1
Systems and methods for the secure transaction management and electronic rights protection,US-6253193-B1
Systems and methods for throttling transaction processing based on constrained sub-systems,US-10019756-B2
Systems and methods for vehicle data acquisition using telematics-enabled portable devices,US-9524593-B2
Systems and methods to provide information and connect people for real time communications,US-8838476-B2
Systems and methods wherin a buyer purchases products in a plurality of product categories,US-7188080-B1
Systems and processes for transforming and displaying accounting and financial information,US-8499233-B2
"Systems to assist in the creation, transmission, and processing of health insurance claims",US-9619841-B2
"Systems, methods and articles for providing support information for a software application",US-9286567-B1
"Systems, methods and computer program products for performing a contingent claim valuation",US-8204814-B2
"Systems, methods and computer program products for performing a contingent claim valuation",US-7676416-B2
Techniques for arranging views and navigating in a web-centric insurance management system,US-9916624-B2
Trading information managing system and software including a community management function,US-6983258-B1
Variable annuity with a guaranteed minimum accumulation benefit based on an external index,US-8095397-B2
"Anonymous information system, information registering device and information storing device",US-7747491-B2
Apparatus and method for providing decoupled data communications between software processes,US-5966531-A
"Apparatuses, methods and systems for a risk-adjusted return maximizing investment structure",US-8386358-B1
"Apparatuses, methods and systems for a risk-adjusted return maximizing investment structure",US-8386357-B1
Automated processing of electronic medical data for insurance and disability determinations,US-8725538-B2
Automated processing of electronic medical data for insurance and disability determinations,US-7870011-B2
Automated processing of electronic medical data for insurance and disability determinations,US-7707046-B2
Automated processing of electronic medical data for insurance and disability determinations,US-7853459-B2
Automatic display of user-specific financial information based on audio content recognition,US-9191707-B2
Automatic learning for mapping spoken/text descriptions of products onto available products,US-7937301-B2
Automatic learning for mapping spoken/text descriptions of products onto available products,US-7630917-B2
Branding of electrically propelled vehicles via the generation of specific operating output,US-8862299-B2
"Check processing apparatus, program, electronic payment system, and check processing method",US-7644043-B2
Computer-implemented data storage systems and methods for use with predictive model systems,US-7912773-B1
Computer-implemented electronic diary to enter locked medical notes for historical archival,US-7860868-B2
"Computer-implemented methods, program product, and system for micro-loan product management",US-8818887-B2
Computer-implemented securities trading system with virtual currency and virtual specialist,US-7487123-B1
Computer-implemented systems and methods for parameter risk estimation for operational risk,US-8392323-B2
Consistent interface for financial instrument impairment attribute values analytical result,US-9043236-B2
Construction payment management system and method with real-time draw notification features,US-7899739-B2
Design grid for inputting insurance and investment product information in a computer system,US-5523942-A
Dynamic event selection for financial processing in a relational database management system,US-7383214-B1
Electronic control apparatus and method for controlling alarm systems of cellular structure,US-8022819-B2
Electronic information management system for abstracting and reporting document information,US-7047491-B2
Enterprise service architecture platform architecture for multi-application computer system,US-7962386-B2
Flexible computer based pharmaceutical care cognitive services management system and method,US-5666492-A
Flexible varying premium option for combination products including long term care insurance,US-8150715-B1
Generation of a three-dimensional virtual reality environment from a business process model,US-9886682-B2
Handheld display device for playing and controlling audio associated with printed substrate,US-8059305-B2
Handheld display device for playing and controlling video associated with printed substrate,US-8064091-B2
"Hybrid applications utilizing distributed models and views apparatuses, methods and systems",US-9582598-B2
Integrated payment and explanation of benefits presentation method for healthcare providers,US-8332238-B1
Interactive user interface for displaying information related to publicly traded securities,US-7693773-B2
Investing in exchange traded funds using trading blocks of purchases with conditional sales,US-8589281-B1
Mainframe-based far-distance bicentric transaction information processing method and system,US-8352363-B2
Method and apparatus for computer-implemented processing of electronic payment instructions,US-7539645-B2
Method and apparatus for verifying product sale transactions and processing product returns,US-7890373-B2
Method and apparatus for verifying product sale transactions and processing product returns,US-8548860-B2
"Method and computer system for conducting a progressive, price-driven combinatorial auction",US-7133841-B1
Method and system for downloading information into a secure element of an electronic device,US-8615466-B2
Method and system for estimating the financial liability of a patient for a medical service,US-8645162-B2
Method and system for exchanging environmental savings acquired by use of alternative fuels,US-8498920-B2
Method and system for generating and operating hybrid markets and user-defined marketplaces,US-9836789-B2
Method and system for implementing a databus in a global ecosystem of interrelated services,US-7802264-B2
Method and system for predictive bill estimation based on financial data from similar users,US-8346568-B1
Method and system for providing access to captured multimedia data from a multimedia player,US-7149788-B1
Method and system for providing order routing to a virtual crowd in a hybrid trading system,US-7653588-B2
Method and system for providing rewards to a portable computing device at the point of sale,US-8452651-B2
Method and system for providing rewards to a portable computing device at the point of sale,US-8799063-B2
Method and system for providing rewards to a portable computing device at the point of sale,US-8285588-B2
Method and system for transferring information between multiple buyers and multiple sellers,US-7711603-B2
Method and system for updating a data system in conjunction with synchronized clock modules,US-6981061-B1
Method and system for using credit lines to enhance the durability of securities portfolios,US-8055566-B2
Method and system for using credit lines to enhance the durability of securities portfolios,US-8504462-B2
Method and system to create and distribute excess funds from consumer spending transactions,US-6112191-A
Method and system to facilitate an online promotion relating to a network-based marketplace,US-9881308-B2
Method for accelerating Sarbanes-Oxley (SOX) compliance process for management of a company,US-7447650-B1
Method for accessing and evaluating information for processing an application for insurance,US-5809478-A
Method of and apparatus for forecasting cash demand and load schedules for money dispensers,US-8827151-B2
Method of and apparatus for forecasting cash demand and load schedules for money dispensers,US-8231049-B2
Method of and apparatus for forecasting cash demand and load schedules for money dispensers,US-7946474-B1
Method of making secure electronic payments using communications devices and biometric data,US-9177314-B2
Method of selecting and purchasing digital objects for subsequent delivery to a third party,US-9412122-B2
Methods and apparatus for recording legal tender decomposition of accounting system entries,US-8447675-B2
Methods and systems for providing an investment instrument with periodic principal payments,US-7835962-B1
Methods and systems related to activating geo-fence boundaries and collecting location data,US-8686841-B2
"Methods, apparatuses, systems and computer program products for use in determining premiums",US-8645170-B2
"Methods, systems and software applications for storing, updating and retrieving key figures",US-8140487-B2
Modification of multi-laterally traded contracts based on currency unavailability condition,US-8606687-B2
Pay for use and anti counterfeit system and method for ink cartridges and other consumables,US-8494930-B2
Pool-based system for organizing and measuring personalized financial management techniques,US-8756127-B2
Precious metal bullion arbitrage retail kiosk and associated methods of use and manufacture,US-8321330-B2
Predicting and managing impacts from catastrophic events using weighted period event tables,US-9569739-B2
Process for seeking authorization for present receipt of legal tender and associated system,US-7555450-B2
Process for seeking authorization for present receipt of legal tender and associated system,US-7191149-B1
Providing communications between a vehicle control device and a user device via a head unit,US-9135756-B2
Providing communications between a vehicle control device and a user device via a head unit,US-9558598-B2
Publish/subscribe data processing with publication points for customized message processing,US-7103680-B1
"Revenue sharing system with data filtering using history, periodic, and exclusion databases",US-5623662-A
Reverse logistics method for recapturing value of used goods over internet exchange portals,US-6915274-B2
Standard implementation container interface for runtime processing of web services messages,US-7761533-B2
System and method for administering principal protected equity linked financial instruments,US-7249075-B1
System and method for assigning participants to a rideshare based on financial transactions,US-7974779-B2
System and method for associating financial transaction data with a user&#39;s project data,US-7949579-B2
System and method for associating financial transaction data with a user&#39;s project data,US-8332273-B1
System and method for automated generation of communications involving products or services,US-8175934-B2
System and method for automated generation of communications involving products or services,US-8719114-B2
System and method for automated generation of communications involving products or services,US-8458052-B2
System and method for back office processing of banking transactions using electronic files,US-7062456-B1
System and method for back office processing of banking transactions using electronic files,US-8370232-B2
System and method for back office processing of banking transactions using electronic files,US-8600893-B2
System and method for collecting financial information over a global communications network,US-9032281-B2
System and method for computing and sorting trip similarities using geo-spatial information,US-8768734-B2
System and method for correlating questions and answers in an instant messaging environment,US-9117211-B2
"System and method for data collection, evaluation, information generation, and presentation",US-6405179-B1
System and method for data processing for a destination fund having an associated guarantee,US-8799137-B2
System and method for determining opportunities and peer information for insurance policies,US-8335701-B1
System and method for electronic spread trading in real and synthetically generated markets,US-9135660-B2
System and method for electronic spread trading in real and synthetically generated markets,US-7113924-B2
System and method for electronic spread trading in real and synthetically generated markets,US-8630939-B2
System and method for electronic spread trading in real and synthetically generated markets,US-7734532-B2
System and method for establishing and providing access to various types of online accounts,US-7925577-B2
"System and method for franchise, finance, real estate, and supplier relationship management",US-8380527-B2
System and method for group positioning of market information in a graphical user interface,US-7890414-B2
System and method for group positioning of market information in a graphical user interface,US-7509276-B2
System and method for group positioning of market information in a graphical user interface,US-7562038-B1
System and method for operating a gift certificate on the basis of credit card transactions,US-8676698-B2
System and method for performing risk and credit analysis of financial service applications,US-5696907-A
System and method for presenting option data using animated 3-dimensional graphical display,US-8799783-B2
System and method for providing a gift card which affords benefits beyond what is purchased,US-8267313-B2
System and method for providing security to a game controller device for electronic trading,US-8170945-B2
System and method for providing security to a game controller device for electronic trading,US-8452695-B2
"System and method for repair calculation, replacement calculation, and insurance adjustment",US-8719061-B2
System and method of utilizing a distributed order book in an electronic trade match engine,US-7788163-B2
System and method of utilizing a distributed order book in an electronic trade match engine,US-8082206-B2
System and method to create electronic deposit records and to track the status of a deposit,US-7520421-B2
System for accelerating Sarbanes-Oxley (SOX) compliance process for management of a company,US-7505933-B1
System for analyzing and managing equity participation life insurance and annuity contracts,US-6343272-B1
System for determining a useful life of core deposits and interest rate sensitivity thereof,US-7328179-B2
"System for recording data relating to specific lots of materials, particularly to milk lots",US-4455483-A
"System, method and computer program product for compiling golden copy of securities pricing",US-8386372-B2
"System, method and computer program, for enabling entry into transactions on a remote basis",US-8296832-B2
"System, program product, and methods for social network advertising and incentives for same",US-8583480-B2
"System, program product, and methods for social network advertising and incentives for same",US-9741080-B1
Systems and methods for authorizing an allocation of an amount between transaction accounts,US-8275704-B2
Systems and methods for authorizing an allocation of an amount between transaction accounts,US-8103584-B2
Systems and methods for creating and evaluating content and predicting responses to content,US-7383243-B2
Systems and methods for determining thin-file records and determining thin-file risk levels,US-8271378-B2
Systems and methods for determining thin-file records and determining thin-file risk levels,US-7742982-B2
Systems and methods for determining thin-file records and determining thin-file risk levels,US-8738515-B2
Systems and methods for determining thin-file records and determining thin-file risk levels,US-8024264-B2
Systems and methods for distributing targeted incentives to financial institution customers,US-7580856-B1
Systems and methods for facilitating financial transactions involving bundles of properties,US-8628151-B1
Systems and methods for price searching via a mobile device reading display screen graphics,US-9264428-B1
Systems and methods for price searching via a mobile device reading display screen graphics,US-8027889-B1
Systems and methods for price searching via a mobile device reading display screen graphics,US-9792639-B1
Systems and methods for providing a benefit product with periodic guaranteed minimum income,US-8370242-B2
Systems and methods for providing a benefit product with periodic guaranteed minimum income,US-10055795-B2
Systems and methods for providing a benefit product with periodic guaranteed minimum income,US-9105063-B2
Systems and methods for providing balance notifications in an augmented reality environment,US-9916620-B2
Systems and methods for providing loan management from cash or deferred income arrangements,US-7398245-B1
Systems and methods for providing loan management from cash or deferred income arrangements,US-8626649-B1
Systems and methods for providing loan management from cash or deferred income arrangements,US-7302413-B1
Systems and methods for remote deposit of negotiable instrument using brightness correction,US-8542921-B1
Systems and methods for residential real estate risk transference via asset-backed contract,US-8788402-B2
Systems and methods for trading and originating financial products using a computer network,US-7584139-B2
Systems and methods for trading and originating financial products using a computer network,US-7035820-B2
Systems and methods wherein a buyer purchases products in a plurality of product categories,US-8560395-B2
Systems and methods wherein a buyer purchases products in a plurality of product categories,US-8615444-B2
"Systems, methods and computer readable medium providing automated third-party confirmations",US-7831488-B2
"Systems, methods and computer readable medium providing automated third-party confirmations",US-8442880-B1
Techniques for dynamically establishing and managing authentication and trust relationships,US-7299493-B1
Techniques for dynamically establishing and managing authentication and trust relationships,US-7552468-B2
"Telephone-based selection, ordering, and billing of digital content delivered via a network",US-7184526-B1
Trading of combinations and baits generated thereof in an automated trading exchange system,US-8666878-B2
Transforming service oriented architecture models to service oriented infrastructure models,US-8428984-B2
"Universal positive pay match, authentication, authorization, settlement and clearing system",US-8768840-B2
Using a remote terminal to conduct assisted self-service transactions in a banking facility,US-7322516-B2
Accepting documents for publication or determining an indication of the quality of documents,US-8131559-B2
Apparatus and method configurable for local jurisdictions that facilitates determining taxes,US-7783536-B2
Apparatus and methods for auctioning time and desktop space to product and service suppliers,US-7870053-B1
Apparatus and process for verifying honest gaming transactions over a communications network,US-6165072-A
Apparatus and process for verifying honest gaming transactions over a communications network,US-7747505-B1
Apparatus and process for verifying honest gaming transactions over a communications network,US-6030288-A
"Apparatuses, methods and systems for a periodic auction reset securities optimization engine",US-8355973-B2
"Auction program with auctioneer character figure, closeout countdown and bid paddle displays",US-7693755-B2
Automated method for conducting buy/sell transactions for non-commodity materials or devices,US-7099836-B2
Automated method for conducting buy/sell transactions for non-commodity materials or devices,US-7529691-B2
Automated system for analyzing charges and credits of banks and other financial institutions,US-6988084-B1
Automated system for conditional order transactions in securities or other items in commerce,US-6418419-B1
Automated system for conditional order transactions in securities or other items in commerce,US-7024387-B1
Automated transaction processing system and process with emulation of human error resolution,US-5758341-A
"Business management method, business management apparatus and data broadcast delivery method",US-7467097-B2
Business method for creating collaterized debt instruments with two negotiable payment plans,US-8583525-B1
Check cashing banking system that operates responsive to data read from data bearing records,US-8695874-B2
Communication network based system and method for auctioning shares on an investment product,US-7136833-B1
Computer-implemented apparatus for automating and executing investment planning for a client,US-7552079-B2
"Computer-implemented methods, program product, and system to enhance banking terms over time",US-8108279-B2
Computer-implemented process and mechanism for implementing an employee stock ownership plan,US-7590580-B2
Computer-implemented process and mechanism for implementing an employee stock ownership plan,US-6571219-B1
"Computer-system control related to standard application in usury-free, shared-risk financing",US-8108300-B2
Computerized method and system of displaying a roadway configuration relating to an accident,US-8000985-B2
Content selection based on signaling from customer premises equipment in a broadcast network,US-8108895-B2
Correlating transaction records via user-specified identifier creating uncleared transaction,US-6006204-A
Data processing system for the selective distribution of assets between different portfolios,US-6029148-A
Device for acquiring and transferring data concerning payment means to a banking institution,US-7474904-B1
"Engines, methods, and systems for normalizing heterogeneous parameters for scoring proposals",US-7979375-B2
Enhanced recharge card management system with reseller users&#39; security and accessibility,US-7356327-B2
Financial instrument providing a guaranteed growth rate and a guarantee of lifetime payments,US-7831496-B2
Financial transaction processing with digital artifacts using a mobile communications device,US-8688526-B2
"High-speed and high-volume ordering, manufacturing/packaging, and delivery of purchase cards",US-7850075-B1
Identifying and recommending insurance policy products/services using informatic sensor data,US-9947051-B1
"Information processing apparatus, information processing method, and image forming apparatus",US-8849702-B2
Integrated full service consumer banking system and system and method for opening an account,US-5866889-A
Integrated full service consumer banking system and system and method for opening an account,US-6354490-B1
Integrated full service consumer banking system and system and method for opening an account,US-6131810-A
Integrated information processing system capable of supplying specific information to person,US-6477521-B1
Intellectual property trading exchange and a method for trading intellectual property rights,US-8554687-B2
Intellectual property trading exchange and a method for trading intellectual property rights,US-7885897-B2
Interrupt transmission via specialized bus cycle within a symmetrical multiprocessing system,US-5781187-A
Investment fund management method and system with dynamic risk adjusted allocation of assets,US-5812987-A
Method and apparatus for conducting electronic commerce transactions using electronic tokens,US-7376621-B1
Method and apparatus for filtering and/or sorting responses to electronic requests for quote,US-8538854-B1
Method and apparatus for filtering and/or sorting responses to electronic requests for quote,US-7653583-B1
Method and apparatus for printing a billing statement to provide supplementary product sales,US-6672507-B1
Method and apparatus for printing a billing statement to provide supplementary product sales,US-6196458-B1
"Method and apparatus for the topographical mapping of investment risk, safety and efficiency",US-7415433-B2
Method and apparatus to detect fraudulent activities within a network-based auction facility,US-8630938-B2
Method and device for detecting presence or absence of validity in data needed to be updated,US-6289351-B1
Method and equipment configured for verifying presence of a medical implant within a patient,US-8015029-B2
Method and system for communicating and matching electronic files for financial transactions,US-6990224-B2
Method and system for facilitating online payments based on an established payment agreement,US-9940622-B2
Method and system for facilitating online payments based on an established payment agreement,US-9317841-B2
Method and system for graphically differentiating user preferred securities from one another,US-7752110-B1
Method and system for graphically differentiating user preferred securities from one another,US-8548889-B1
Method and system for linking an anonymous electronic trade order to an identity of a trader,US-7835978-B2
Method and system for linking an anonymous electronic trade order to an identity of a trader,US-8135649-B2
Method and system for requesting a reservation for a set of equity instruments to be offered,US-7693779-B2
Method and system for securing card payment transactions using a mobile communication device,US-7533047-B2
Method and system for tracking computer system usage through a remote access security device,US-6349289-B1
Method and system for tracking computer system usage through a remote access security device,US-7020628-B2
Method and system for tracking computer system usage through a remote access security device,US-7181421-B2
Method for determining premiums for representation and warranty insurance for mortgage loans,US-8311912-B2
Method for determining the risk associated with licensing or enforcing intellectual property,US-7536331-B1
Method for equitably distributing a plurality of instruments between a plurality of accounts,US-7783538-B1
Method for improving the performance and performance characteristics of a managed investment,US-7624059-B1
Method for managing retirement and other investments that use an asset accumulation strategy,US-7296000-B1
Method for using environmental classification to assist in financial management and services,US-8290795-B2
Method for using environmental classification to assist in financial management and services,US-8417602-B2
Method for using environmental classification to assist in financial management and services,US-8046280-B2
Method for using environmental classification to assist in financial management and services,US-8249926-B2
Method of processing data in a banking terminal employing the total-first handling technique,US-4947479-A
Method of providing information via a communication network and information providing system,US-7219232-B2
"Method, apparatus, and computer program product for tracking inventory values within a plant",US-8032417-B2
"Method, system and computer program product for managing funds in custodial deposit accounts",US-8712881-B1
"Method, system and computer program product for managing funds in custodial deposit accounts",US-8392304-B1
"Method, system and computer program product for managing funds in custodial deposit accounts",US-8744942-B1
"Method, system and computer program product for managing funds in custodial deposit accounts",US-8234188-B1
"Method, system and program product for sizing a computer system migration programming effort",US-6260020-B1
"Method, system, and computer program product for facilitating international customs planning",US-7426514-B2
Methodology for advanced quantity-oriented cost assignment using various information sources,US-6308166-B1
Methods and systems for providing longevity insurance with or without an asset based premium,US-8234132-B2
Methods and systems for providing longevity insurance with or without an asset based premium,US-8799033-B2
Methods of rendering recommended media assets to a user by employing a handheld media player,US-8156046-B2
Methods of transmitting information from efficient encryption card readers to mobile devices,US-9582795-B2
"Methods, system and associated computer executable code for facilitating credit transactions",US-8706624-B2
"Multi-channel data driven, real-time fraud determination system for electronic payment cards",US-8738529-B2
Organizing permission associated with a cloud customer in a virtual computing infrastructure,US-8850528-B2
"Pharmaceutical representative expense report management software, systems, and methodologies",US-8688465-B2
Pipeline accelerator having multiple pipeline units and related computing machine and method,US-8250341-B2
Process for the selection and evaluation of investment portfolio asset allocation strategies,US-7702556-B2
Program generator for hedging the guaranteed benefits of a set of variable annuity contracts,US-8131612-B1
Promotion system supporting emailed promotions and at seller premises transaction completion,US-8818852-B2
Promotion system supporting emailed promotions and at seller premises transaction completion,US-8818853-B2
Providing notifications to an individual in a multi-dimensional personal information network,US-8185597-B1
Providing notifications to an individual in a multi-dimensional personal information network,US-7970827-B1
Providing notifications to an individual in a multi-dimensional personal information network,US-7801956-B1
Providing value exchange in connection with financial institution recommendations and offers,US-8706590-B2
Search and retrieval of real-time terminal states maintained using a terminal state database,US-9652593-B1
Secure system and method for enforcement of privacy policy and protection of confidentiality,US-7353532-B2
Software and method that enables selection of one of a plurality of online service providers,US-8719339-B2
Software and method that enables selection of one of a plurality of online service providers,US-8407682-B2
Software and method that enables selection of one of a plurality of online service providers,US-8812620-B2
